MP name,Nature of membership,Start of term,End of term,State,Constituency,Political party,Alliance,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills  average,State's Questions average,State's Attendance average,Education Coefficient,MP Rating
Kalyan Singh,Elected,18-May-09,In office,Uttar Pradesh,Etah,Independent,Others,Male,Graduate,"B.A., L.T.; Educated at D.S. Degree College, Alligarh, Uttar Pradesh",80,1,0,0,0.45," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,60,0.87
Kamal Kishor,Elected,18-May-09,In office,Uttar Pradesh,Bahraich,Indian National Congress,UPA,Male,Graduate,B.A.; Indian Armed Forces,56,84,0,229,0.96," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,60,3.42
Kameshwar Baitha,Elected,18-May-09,In office,Jharkhand,Palamu,Jharkhand Mukti Morcha,UPA,Male,Under Graduate,,56,25,0,179,0.34,"Complete attendance for this MP is not available (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,25.9,0.8,185,65%,20,1.75
Kamla Devi Patle,Elected,18-May-09,In office,Chhattisgarh,Janjgir-Champa,Bharatiya Janata Party,NDA,Female,Under Graduate,,46,12,0,195,0.74," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,9.6,0.3,120,64%,20,1.85
Kamlesh Balmiki,Elected,18-May-09,In office,Uttar Pradesh,Bulandshahr,Samajwadi Party,UPA,Male,Under Matric,,59,1,0,4,0.85," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,10,1.22
Kamlesh Paswan,Elected,18-May-09,In office,Uttar Pradesh,Bansgaon,Bharatiya Janata Party,NDA,Male,Under Graduate,"Educated at St. Pauls School I.C.S.E. Board Gorakhpur and U.P. Board, Gorakhpur",36,13,0,79,0.85," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,20,1.92
Kantilal Bhuria,Elected,18-May-09,In office,Madhya Pradesh,Ratlam,Indian National Congress,UPA,Male,Post Graduate,"M.A., LL.B.; Educated at Chandrashekhar Azad College, Distt. Jhabua, Madhya Pradesh",62,0,0,0,0.53,"This MP was a Minister. He tendered his resignation on 12th July, 2011. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 13th July, 2011. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",12.6,0.2,95,77%,17.8,0.1,88,83%,75,1
Kapil Muni Karwariya,Elected,18-May-09,In office,Uttar Pradesh,Phulpur,Bahujan Samaj Party,UPA,Male,Graduate,"B.A., LL.B.; Educated at Allahabad University and Lucknow University",45,16,0,172,0.81," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,60,2.37
Katti Ramesh Vishwanath,Elected,18-May-09,In office,Karnataka,Chikkodi,Bharatiya Janata Party,NDA,Male,Under Graduate,PUC (Science),47,9,0,84,0.72," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,14.4,0.2,243,70%,20,1.47
Kaushalendra Kumar,Elected,18-May-09,In office,Bihar,Nalanda,Janata Dal (United),NDA,Male,Under Graduate,"I.A.; Educated S.P.M. College, Udatpuri, Biharsharif, Nalanda, Bihar",54,87,0,374,0.97," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.5,235,87%,20,3.58
Kavuri Samba Siva Rao,Elected,18-May-09,In office,Andhra Pradesh,Eluru,Indian National Congress,UPA,Male,Graduate,"B.E.; Educated at Regional Engineering College, Warangal, Andhra Pradesh",68,29,0,151,0.82," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,15.2,0.4,257,70%,60,2.77
Khagen Das,Elected,18-May-09,In office,Tripura,Tripura West,Communist Party of India (Marxist),Third Front,Male,Post Graduate,"M.Com., B.Ed.; Educated at S.N. College and Calcutta University, Kolkatta; West Bengal",75,30,1,199,0.74," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,18,0.5,100,79%,75,2.88
Khatgaonkar Patil Bhaskarrao Bapurao,Elected,18-May-09,In office,Maharashtra,Nanded,Indian National Congress,UPA,Male,Graduate,"B.E. (Mech.); Educated at Osmania University, Hyderabad, Andhra Pradesh",68,4,0,603,0.75," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,21,1.2,354,74%,60,2.28
Khiladi Lal Bairwa,Elected,18-May-09,In office,Rajasthan,Karauli-Dholpur,Indian National Congress,UPA,Male,Graduate,"B.A.; Educated at Hindi Vishwavidyalaya Allahabad, Uttar Pradesh",48,19,0,117,0.93," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,37.1,0.8,207,88%,60,2.63
Killi Krupa Rani,Elected,18-May-09,In office,Andhra Pradesh,Srikakulam,Indian National Congress,UPA,Female,Graduate,"M.B.B.S.; Educated at Andhra Medical College, Visakhapatanam, Andhra Pradesh",46,18,0,337,0.89," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,15.2,0.4,257,70%,60,3
Kirit Premjibhai Solanki,Elected,18-May-09,In office,Gujarat,Ahmedabad West,Bharatiya Janata Party,NDA,Male,Post Graduate,"M.B.B.S., M.S. and F.I.C.S.; Educated at (i) Smt. N.H.L. Municipal Medial College and K.M. School of Post Graduate Medicine and Research, Sheth V.S. General Hospital , Ahmedabad; (ii) B.J. Medical College and Civil Hospital, Ahmedabad; and (iii) Fellow of",62,122,9,356,0.93," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,30.1,1,276,80%,75,4.43
Kirodilal Meena,Elected,18-May-09,In office,Rajasthan,Dausa,Independent,Others,Male,Graduate,"M.B.B.S.; Educated at S.P. Medical College, Bikaner, Rajasthan",60,34,0,444,0.93," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,37.1,0.8,207,88%,60,3.58
Kirti (Jha) Azad,Elected,18-May-09,In office,Bihar,Darbhanga,Bharatiya Janata Party,NDA,Male,Graduate,"B.A. (Hons.) History; Educated at St. Stephen's College, University of Delhi, Delhi",53,24,0,185,0.93," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.5,235,87%,60,2.82
Kishanbhai Vestabhai Patel,Elected,18-May-09,In office,Gujarat,Valsad,Indian National Congress,UPA,Male,Under Graduate,,48,8,0,527,0.86," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,30.1,1,276,80%,20,2.27
Komatireddy Raj Gopal Reddy,Elected,18-May-09,In office,Andhra Pradesh,Bhongir,Indian National Congress,UPA,Male,Graduate,B.A.; Osmania University,45,0,0,158,0.62," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,15.2,0.4,257,70%,60,1.67
Konakalla Narayana Rao,Elected,18-May-09,In office,Andhra Pradesh,Machilipatnam,Telugu Desam Party,Third Front,Male,Under Graduate,,62,3,0,11,0.76," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,15.2,0.4,257,70%,20,1.1
Kristappa Nimmala,Elected,18-May-09,In office,Andhra Pradesh,Hindupur,Telugu Desam Party,Third Front,Male,Graduate,"B.Com.; Educated at Osmania College, Kurnool",55,7,0,23,0.82," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,15.2,0.4,257,70%,60,1.62
Kuldeep Bishnoi,Elected,22-Nov-11,In office,Haryana,Hisar,Haryana Janhit Congress,Third Front,Male,Graduate,"BA,  Punjab University, Chandigarh",43,3,0,50,0.54," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",9.6,0.2,70,77%,3.9,0.1,70,69%,60,1.05
Kumbakudi Sudhakaran,Elected,18-May-09,In office,Kerala,Kannur,Indian National Congress,UPA,Male,Post Graduate,"M.A. (History); Educated at Govt. Brennen College, Telecherry",64,9,0,234,0.64," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,50.6,1.1,299,84%,75,1.8
Kunwarjibhai Mohanbhai Bavaliya,Elected,18-May-09,In office,Gujarat,Rajkot,Indian National Congress,UPA,Male,Graduate,"B.Sc., B.Ed.; Educated at Saurashtra University and Gujarat University, Gujarat",57,5,0,274,0.69," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,30.1,1,276,80%,60,2.1
Lal Chand Kataria,Elected,18-May-09,In office,Rajasthan,Jaipur Rural,Indian National Congress,UPA,Male,Under Graduate,Educated at a Private Institute.,44,6,0,237,0.92," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,37.1,0.8,207,88%,20,2.15
Lal Ji Tandon,Elected,18-May-09,In office,Uttar Pradesh,Lucknow,Bharatiya Janata Party,NDA,Male,Graduate,,77,9,0,70,0.76," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,60,1.55
Lal Krishna Advani,Elected,18-May-09,In office,Gujarat,Gandhinagar,Bharatiya Janata Party,NDA,Male,Graduate,"Law Graduate; Educated at St. Patricks High School, Karachi, D.G. National College, Hyderabad, Sindh (now in Pakistan) and Government Law College, Mumbai (Maharashtra) ",84,32,0,0,0.98,"This MP was the Leader of Opposition till the end of Winter Session, 2009 and hence, did not sign the attendance register. Attendance is thus available only from 22nd February, 2010. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,30.1,1,276,80%,60,2.72
Lalit Mohan Suklabaidya,Elected,18-May-09,In office,Assam,Karimganj,Indian National Congress,UPA,Male,Post Graduate,"M.A. (Economics); Educated at Karimganj College, Karimganj and Gauhati University (Assam) ",69,18,0,19,0.95," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,16.2,0.5,59,81%,75,2.4
Lalu Prasad,Elected,18-May-09,In office,Bihar,Saran,Rashtriya Janata Dal,UPA,Male,Graduate,"B.A., LL.B.; Educated at Patna University, Patna (Bihar) ",64,76,0,0,0.76," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.5,235,87%,60,2.37
Lalubhai Babubhai Patel,Elected,18-May-09,In office,Daman and Diu,Daman and Diu,Bharatiya Janata Party,NDA,Male,Under Graduate,"Shree Somnath Kolvani Mandal High School, Dabhol, Daman",57,5,0,63,0.63," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,5,0,63,63%,20,1.03
Laxman Tudu,Elected,18-May-09,In office,Orissa,Mayurbhanj,Biju Janata Dal,Third Front,Male,Graduate,"Educated at M.P.C. College, Baripada (Utkal University), Ravenshaw College, Cuttak, Chandua Govt. High School, Mayurbhanj and Sainik School, Bhubaneswar, Orissa.",47,21,0,162,0.56," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,27.4,0.6,279,76%,60,1.82
M. Anjan Kumar Yadav,Elected,18-May-09,In office,Andhra Pradesh,Secunderabad,Indian National Congress,UPA,Male,Graduate,"B.A; Educated at Dharmavanth College, Hyderabad, Andhra Pradesh",51,0,0,497,0.69," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,15.2,0.4,257,70%,60,2.28
M. B. Rajesh,Elected,18-May-09,In office,Kerala,Palakkad,Communist Party of India (Marxist),Third Front,Male,Post Graduate,"M.A. (Economics), LL.B.; Educated at NSS College Ottappalam, University of Calicut and Kerala Law Academy Law College Trivandrum, University of Kerala",41,91,0,378,0.94," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,50.6,1.1,299,84%,75,3.73
M. I. Shanavas,Elected,18-May-09,In office,Kerala,Wayanad,Indian National Congress,UPA,Male,Post Graduate,"M.A. (English), LL.B; Educated at Farook College, Kozhikkode and Law College, Ernakulam.",60,27,0,232,0.8," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,50.6,1.1,299,84%,75,2.9
M. Jagannath,Elected,18-May-09,In office,Andhra Pradesh,Nagarkurnool,Indian National Congress,UPA,Male,Post Graduate,"M.B.B.S., D.L.O., M.S. (E.N.T.); Educated at Osmania Medical College, Hyderabad, Andhra Pradesh",61,33,0,211,0.76," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,15.2,0.4,257,70%,75,2.85
M. K. Raghavan,Elected,18-May-09,In office,Kerala,Kozhikode,Indian National Congress,UPA,Male,Graduate,B.A. History,60,28,5,339,0.76," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,50.6,1.1,299,84%,60,3.17
M. Krishnaswamy,Elected,18-May-09,In office,Tamil Nadu,Arani,Indian National Congress,UPA,Male,Graduate,"B.A., B.L.; Educated at Law College, Madras, Tamil Nadu",72,8,0,46,0.89," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.2,0.2,261,73%,60,2.05
M. Vijaya Shanthi,Elected,18-May-09,In office,Andhra Pradesh,Medak,Telangana Rashtra Samithi,NDA,Female,Under Graduate,S.S.C.,46,0,0,0,0.13,"Complete attendance for this MP is not available (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,15.2,0.4,257,70%,20,0.6
Madan Lal Sharma,Elected,18-May-09,In office,Jammu and Kashmir,Jammu,Indian National Congress,UPA,Male,Under Graduate,"Educated at Govt. Higher Secondary School, Pallanwalla; Jammu & Kashmir",60,17,0,79,0.91," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,35.4,0,84,89%,20,2.17
Madhu Goud Yaskhi,Elected,18-May-09,In office,Andhra Pradesh,Nizamabad,Indian National Congress,UPA,Male,Post Graduate,"B.A., LL.B., LL.M.; Educated at Nizam College, Osmania University; Campus Law Centre, University of Delhi and P.G. College of Law, Osmania University",51,11,0,410,0.74," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,15.2,0.4,257,70%,75,2.62
Madhu Kora,Elected,18-May-09,In office,Jharkhand,Singhbhum,Independent,Others,Male,Graduate,"Educated at Ignou, Bhubneshwar, Orrisa",41,10,0,51,0.28,"Complete attendance for this MP is not available (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,25.9,0.8,185,65%,60,1.25
Madhusudan Yadav,Elected,18-May-09,In office,Chhattisgarh,Rajnandgaon,Bharatiya Janata Party,NDA,Male,Under Graduate,"Higher Secondary; Educated at Higher Secondary School, Rajnandgaon, Chattisgarh",42,10,0,83,0.38,"Complete attendance for this MP is not available (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,9.6,0.3,120,64%,20,1.17
Magunta Srinivasulu Reddy,Elected,18-May-09,In office,Andhra Pradesh,Ongole,Indian National Congress,UPA,Male,Graduate,"B.Com; Educated at V.R. College, Nellore, Andhra Pradesh",58,3,0,631,0.59," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,15.2,0.4,257,70%,60,2.03
Mahabal Mishra,Elected,18-May-09,In office,Delhi,West Delhi,Indian National Congress,UPA,Male,Under Graduate,Intermediate (Science); Educated at L.S. College Muzaffarpur,59,28,0,247,0.94," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,27.5,4.3,226,96%,20,2.75
Mahabali Singh,Elected,18-May-09,In office,Bihar,Karakat,Janata Dal (United),NDA,Male,Under Matric,"High School, Bhagwanpur, Distt. Kaimur",57,16,0,37,0.9," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.5,235,87%,10,1.85
Mahendra Kumar Roy,Elected,18-May-09,In office,West Bengal,Jalpaiguri,Communist Party of India (Marxist),Third Front,Male,Graduate,"B.A., B.Ed.; Educated at A.C. College, Jalpaiguri, A.C. Training college, Jalpaiguri",56,31,0,133,0.92," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,60,2.83
Mahendrasinh Pruthvisinh Chauhan,Elected,18-May-09,In office,Gujarat,Sabarkantha,Bharatiya Janata Party,NDA,Male,Graduate,"B.S.A.M., LL.B.; Educated at Akhadanand Ayurvedic Medical College, Jamnagar Ayurvedic University and Law College, Modasa, Gujarat University, Ahmedabad",58,121,10,532,0.99," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,30.1,1,276,80%,60,4.73
Mahesh Joshi,Elected,18-May-09,In office,Rajasthan,Jaipur,Indian National Congress,UPA,Male,Doctorate,"M.A., (P.G. Diploma in Journalism); Educated at University of Rajasthan",57,10,0,287,0.95," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,37.1,0.8,207,88%,90,3.07
Maheshwar Hazari,Elected,18-May-09,In office,Bihar,Samastipur,Janata Dal (United),NDA,Male,Graduate,"B.A.; Educated at V.R.V. College, Samastipur, Bihar",49,30,0,321,0.93," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.5,235,87%,60,3.2
Makhansingh Solanki,Elected,18-May-09,In office,Madhya Pradesh,Khargone,Bharatiya Janata Party,NDA,Male,Under Matric,,60,8,0,90,0.83," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.5,0.1,174,83%,10,1.58
Maneka Gandhi,Elected,18-May-09,In office,Uttar Pradesh,Aonla,Bharatiya Janata Party,NDA,Female,Under Graduate,"I.S.C.; Educated at Lawrence School, Sanawar, Himachal Pradesh",56,6,1,212,0.73," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,20,1.88
Mangani Lal Mandal,Elected,18-May-09,In office,Bihar,Jhanjharpur,Janata Dal (United),NDA,Male,Post Graduate,"M.Com.; Educated at R.K. College, Madhubani (Bihar) and C.M. College, Darbhanga, Bihar University, Muzaffarpur (now Babasaheb Bhimrao Ambedkar Bihar University) ",64,42,0,223,0.96," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.5,235,87%,75,3.35
